site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,elevation_atPoint,slope_atPoint,crop_meanPerc_subcatch,urban_meanPerc_subcatch,dam_impact_score_lessthan100km,ppt_mm_12moPrior,tmax_C_12moPrior
114000085,Hungary_1,101179332,Hungary,Hern·d fels? Zsujta (TornyosnÈmeti),Zoltan Csabai,21.264442,48.504033,AQEM,Ind/m^2,2006,2019,14,13,7,9,summer,species,0,0,0,0,44,10,86,10526.92,-4.006641325,0.081300367,1214749,24020764,0.187735188,8,0.01352575,158,0.021797585,1,0,0.240505139,614.2857143,15.52916667
114000086,Hungary_1,101179549,Hungary,Hortob·gy-BerettyÛ Mez?t˙r,Zoltan Csabai,20.632578,47.000372,AQEM,Ind/m^2,2007,2019,13,13,7,9,summer,species,726.53,7,0.302998582,0.106060606,25,5,66,2397.8,-0.442227425,0.040888278,1214749,34855796,0.304495948,6,173.8224,81.4,0,0.423076778,0.576923222,0,554.0769231,17.06538461
114000087,Hungary_1,102169794,Hungary,MirhÛ-Gyolcsi-csatorna Tiszabura,Zoltan Csabai,20.516947,47.473447,AQEM,Ind/m^2,2008,2019,12,12,4,6,spring,species,112.99,5,0.028725492,0.05,37,11,100,3933.44,-4.548443556,0.09775641,1214749,33841851,0.377240216,1,0.03955201,89.7,0,0.153846,0,0,539,17.22013889
114000088,Hungary_1,101894701,Hungary,Ronyva-patak S·toralja˙jhely (S·toralja˙jhely felett),Zoltan Csabai,21.663697,48.408839,AQEM,Ind/m^2,2005,2019,15,14,8,10,fall,species,6242.93,2,0.636215682,0.018691589,31,9,107,9812.6,-4.073438576,0.099642857,1214749,32126636,0.056996177,6,0.005705028,104.3,0.016829943,1,0,0.160797166,639.5333333,15.59666667
114000089,Hungary_1,101179251,Hungary,SajÛ fels? SajÛp¸spˆki,Zoltan Csabai,20.339503,48.28285,AQEM,Ind/m^2,2005,2019,15,14,6,8,summer,species,7.87,2,0.000895893,0.023255814,34,15,86,8784.53,-4.147868541,0.09860119,1214749,24566107,0.125701006,7,0.02051614,154,0.030293949,0.838384,0.161616,0,542.6666667,15.74833333
114000090,Hungary_1,101179354,Hungary,Szartos-patak TornyosnÈmeti,Zoltan Csabai,21.251683,48.515967,AQEM,Ind/m^2,2005,2019,15,13,8,10,fall,species,660.53,1,0.306290139,0.014492754,25,7,69,2156.55,-4.009617738,0.096934524,1214749,23795265,0.182013392,6,0.005687653,158.8,0.016348173,1,0,0,612.6666667,15.46222222
114000091,Hungary_1,101179114,Hungary,Tisza Keleti-f?csatorn·tÛl Tiszab·boln·ig Tisza˙jv·ros (Polg·r),Zoltan Csabai,21.078608,47.908486,AQEM,Ind/m^2,2002,2018,17,14,7,9,summer,species,9869.79,9,0.772859752,0.191489362,22,4,47,12770.48,-2.085712928,0.089285714,1214749,33898381,0.345338582,10,47281.12,89.4,0,0.0166667,0,0,579.7857143,16.36369048
114000092,Hungary_1,101846249,Hungary,Tisza Szipa-f?csatorn·tÛl Belf?-csatorn·ig ZemplÈnag·rd,Zoltan Csabai,22.103883,48.3452,AQEM,Ind/m^2,2006,2019,14,14,8,10,fall,species,922,8,0.207184028,0.140350877,23,2,57,4450.15,-5.400581623,0.084468864,1214749,32436411,0.171209498,9,0.03483072,101.1,0.002157578,0.039506133,0,0,645.5714286,16.04047619
114000093,Hungary_1,101179446,Hungary,Zagyva alsÛ ⁄jsz·sz,Zoltan Csabai,20.091853,47.292403,AQEM,Ind/m^2,2007,2019,13,12,7,9,summer,species,2377.61,5,0.480284501,0.065789474,28,6,76,4950.42,0.194868269,0.0371337,1214749,34182290,0.011647645,8,0.005894809,88.3,0.010898805,0.5,0,0.265216512,542.7692308,17.03589744
115000001,Portugal_1,1O,Portugal,Oeiras,Maria Feio,-8.010159,37.516498,"Kicknet, 0.5mm mesh",Ind/sample,1993,2019,27,27,4,4,spring,genus,91,2,0.006476407,0.029850746,30,9,67,14051,0.001401338,0.053281441,1096573,13010095,0.238363863,2,0.6470925,229.8,0.01028972,0,0,0,594.5925926,22.08148148
115000002,Portugal_1,2O,Portugal,Oeiras,Maria Feio,-8.002606,37.527186,"Kicknet, 0.5mm mesh",Ind/sample,1993,2019,27,27,4,4,spring,genus,66,2,0.003085987,0.031746032,30,10,63,21387,0.11823637,0.053281441,1096573,14179818,0.013619049,3,1.053188,221.8,0.00943232,0,0,0,594.5925926,22.08148148
116000004,Austria_1,Hainburg_AT_DO2,Austria,Donau,Astrid Schmidt-Kloiber,16.99131672,48.16387722,AQEM/20,Ind/m^2,2008,2018,11,8,2,4,spring,species,11327.2,11,0.352512075,0.075342466,61,27,146,32132.8,1.630364534,0.066439394,1214749,27112319,0.337891338,10,6098.167,137,0,0.248587178,0,0.234610131,684.6363636,16.03560606
116000007,Austria_1,Groﬂharras_AT_PU1,Austria,Pulkau,Astrid Schmidt-Kloiber,16.8890666,48.71625733,AQEM/20,Ind/m^2,2008,2019,12,8,5,7,summer,species,17108,5,0.306898581,0.032467532,57,26,154,55744.8,-2.391379102,0.114015151,1214749,24812423,0.572170263,9,0.01105517,156.6,0.063649595,0.029703,0,0.823021128,685.4166667,15.88402778
117000001,Netherlands_1,"Staverdense Beek, Staverdensewg",Netherlands,Staverdense Beek,Ralf Verdonschot,5.73665,52.28527,Standard invertebrate net,Ind/1.25 m^2,1981,2014,34,14,4,6,spring,species,42.5,2,0.002598122,0.015151515,56,11,132,16357.97,0.259416322,0.045016552,1096513,28768901,0.593500148,5,0.009459719,21.1,0,0,0,0,895.7352941,13.71813726
117000002,Netherlands_1,Beerze benenenstrooms,Netherlands,Beerze,Ralf Verdonschot,5.303577,51.568666,Standard invertebrate net,Ind/1.25 m^2,2003,2019,17,13,8,9,fall,species,44.12,6,0.004165205,0.032432432,83,35,185,10592.515,-3.336246616,0.052573529,1097310,29907735,0.277509051,6,295.3875,4.6,0,1,0,0,773.2941176,14.78676471
117000003,Netherlands_1,Dommel benedenstrooms van Eindhoven,Netherlands,Dommel,Ralf Verdonschot,5.497979,51.510888,Standard invertebrate net,Ind/1.25 m^2,2003,2019,17,16,4,5,spring,species,183.601,6,0.01297072,0.042857143,54,17,140,14155.035,-2.072272114,0.057128268,1097310,29373386,0.171000382,6,851.8026,11.2,0,0.09375,0.427083333,0,779.0588235,14.81813725
117000004,Netherlands_1,Beerze Kampina,Netherlands,Beerze,Ralf Verdonschot,5.269823,51.553995,Standard invertebrate net,Ind/1.25 m^2,2003,2019,17,14,8,9,fall,species,148.2,7,0.031318814,0.048611111,52,18,144,4731.98,-2.9298487,0.053349674,1097310,29907633,0.144153007,6,264.1911,4.6,0,0.037037,0,0,779.7647059,14.79901961
117000005,Netherlands_1,Dommel door Eindhoven,Netherlands,Dommel,Ralf Verdonschot,5.498178,51.456992,Standard invertebrate net,Ind/1.25 m^2,2004,2019,16,14,4,6,spring,species,467.233,10,0.040113278,0.067567568,53,16,148,11647.839,-2.669154209,0.057071079,1097310,29014937,0.19796639,6,517.8434,14.1,0,0,0.189189,0,790.3125,15.07135417
117000006,Netherlands_1,"Beneden Regge, Laarbrug, Vilsterseweg, Ommen",Netherlands,Regge,Ralf Verdonschot,6.39155,52.51098,Standard invertebrate net,Ind/1.25 m^2,1981,2019,39,14,4,6,spring,species,936.41,13,0.078987813,0.071038251,89,19,183,11855.12,-0.72981714,0.052105263,1096513,29929619,0.62711263,7,1464.632,4.2,0,0.783333,0,0,811.9487179,13.74786325
117000007,Netherlands_1,"Midden Regge, Provinciale weg, Rijssen",Netherlands,Regge,Ralf Verdonschot,6.54476,52.31816,Standard invertebrate net,Ind/1.25 m^2,1984,2019,36,18,4,6,spring,species,871.75,12,0.026631942,0.053571429,85,39,224,32733.25,-0.319118427,0.05480266,1096513,29647515,0.204696273,6,0.005249446,10.9,0.05732609,0.102564,0,0,812.9166667,13.95555556
117000008,Netherlands_1,"Mosbeek, Maatmansweg, Hezingen",Netherlands,Springendalsebeek,Ralf Verdonschot,6.86267,52.44568,Standard invertebrate net,Ind/1.25 m^2,1991,2019,29,13,4,6,spring,species,97,1,0.005034946,0.012345679,39,25,81,19265.35,-0.810912613,0.050972906,1096513,25940101,0.157004083,3,0.005235584,68.2,0.08591744,0.766667,0,0,808.5517241,13.9066092
117000009,Netherlands_1,"Linderbeek, Slenke, Den Ham",Netherlands,Linderbeek,Ralf Verdonschot,6.45771,52.46692,Standard invertebrate net,Ind/1.25 m^2,1984,2019,36,18,4,6,spring,species,1399.25,10,0.024926707,0.052631579,73,22,190,56134.57,-0.234653046,0.05496997,1096513,29771793,0.151693035,6,0.008408166,6.6,0.004313124,0.586207,0,0,809.3888889,13.82824074
117000010,Netherlands_1,"Hagmolenbeek, Beldsweg, Wiene",Netherlands,Hagmolenbeek,Ralf Verdonschot,6.67654,52.2435,Standard invertebrate net,Ind/1.25 m^2,1984,2019,36,18,4,6,spring,species,3271.21,8,0.156450602,0.038647343,81,32,207,20908.9,-0.298603498,0.054565637,1096513,29136345,0.189273446,3,0.006477233,14.1,0.003234848,0.111111,0,0,799.3333333,13.92384259
117000011,Netherlands_1,"Hegebeek, Witteveenweg, Buurse",Netherlands,Azelerbeek,Ralf Verdonschot,6.87806,52.15649,Standard invertebrate net,Ind/1.25 m^2,1984,2012,29,19,8,10,fall,species,483,2,0.039017691,0.012121212,57,13,165,12379,0.780089155,0.053493432,1096513,27177109,0.489882228,1,0.005271279,40.5,0.014331508,0.917562778,0,0,802.1724138,13.81005747
117000012,Netherlands_1,"Beneden Dinkel, Ottershagenweg, Lattrop",Netherlands,Dinkel,Ralf Verdonschot,6.95854,52.4242,Standard invertebrate net,Ind/1.25 m^2,1981,2019,39,19,3,5,spring,species,641.99,12,0.027778391,0.049792531,89,22,241,23111.13,-0.940616552,0.051982119,1096513,28697529,0.052360399,6,529.6269,20.6,0,0,0,0,795.0769231,13.83012821
117000013,Netherlands_1,"Puntbeek, fietspad Punthuizerweg, Beuningen",Netherlands,Puntbeek,Ralf Verdonschot,7.05514,52.34188,Standard invertebrate net,Ind/1.25 m^2,1980,2012,33,19,9,11,fall,species,34,4,0.002453279,0.024242424,55,14,165,13859,-0.118363557,0.046997549,1096513,27998439,0.073442453,1,0.009973327,30.7,0.000923842,0.571429,0,0,810,13.65227273
117000014,Netherlands_1,"Rammelbeek, Grensweg, Denekamp",Netherlands,Geelebeek,Ralf Verdonschot,7.05715,52.39623,Standard invertebrate net,Ind/1.25 m^2,1984,2012,29,18,9,11,fall,species,48,4,0.005362529,0.020512821,73,20,195,8951,0.658957167,0.053830049,1096513,28263575,0.230532112,4,0.005239355,27.7,0.008626273,1,0,0,812,13.82097701
117000015,Netherlands_1,"Boven Dinkel Weertsbrug, Weertsstraat, Glane",Netherlands,Dinkel,Ralf Verdonschot,7.00601,52.23175,Standard invertebrate net,Ind/1.25 m^2,1981,2012,32,29,9,11,fall,species,925,9,0.024910457,0.039823009,79,21,226,37133,0.300131725,0.046951368,1096513,27647025,0.21561308,5,205.0493,35.4,0,0.706414259,0.049683741,0,799.40625,13.815625
117000016,Netherlands_1,"Glanerbeek, Gronausestraat, Glane",Netherlands,Glanerbeek,Ralf Verdonschot,7.00394,52.23561,Standard invertebrate net,Ind/1.25 m^2,1982,2019,38,16,3,5,spring,species,471,6,0.038486681,0.040268456,67,8,149,12238,-0.312127415,0.051159864,1096513,27704741,0.126199937,5,44.98639,34.6,0,0.125,0,0,789.5789474,14.00526316
117000017,Netherlands_1,"Ruenbergerbeek, Welpelobrug, Welpeloweg, Overdinkel",Netherlands,Ruenbergerbeek,Ralf Verdonschot,7.03851,52.2441,Standard invertebrate net,Ind/1.25 m^2,1981,2016,36,32,9,11,fall,species,431,6,0.017262095,0.026200873,77,14,229,24968,-0.305886737,0.046205491,1096513,27690864,0.026286816,5,0.005257721,37.1,0.02124842,0,0,0,796.1111111,13.90046296
117000018,Netherlands_1,"Loodiep, Benterdijk",Netherlands,Loodiep,Ralf Verdonschot,6.73386,52.68546,Standard invertebrate net,Ind/1.25 m^2,1994,2019,26,18,4,5,spring,species,1281.37,6,0.053105858,0.030150754,92,31,199,24128.6,-3.719533501,0.058769231,1096513,29359221,0.130127194,4,0.008091754,11.7,0.00323484,0,0,0,804.9615385,13.99230769
117000019,Netherlands_1,"Vecht, Laar",Netherlands,Overijsselse Vecht,Ralf Verdonschot,6.73889,52.6116,Standard invertebrate net,Ind/1.25 m^2,1991,2016,26,26,9,10,fall,species,3803,14,0.158405531,0.064516129,84,36,217,24008,-0.516399172,0.039735043,1096513,29373633,0.21376031,7,0.005679464,12.2,0.009238431,0.5853655,0,0,792.1923077,13.88173077
117000020,Netherlands_1,DinxperloÎr Strasse Grens Dinxperlo,Netherlands,Aastrang ,Ralf Verdonschot,6.47108,51.85403,Standard invertebrate net,Ind/1.25 m^2,1990,2019,29,16,4,6,spring,species,171.75,9,0.011328782,0.039647577,86,38,227,15160.5,0.266228315,0.038796811,1096513,28877055,0.201532106,5,0.005303528,19.5,0.0129338,0.9590644,0.040935689,0,752.4333333,14.38138889
117000021,Netherlands_1,grens Crosewick Vreden / Rekken,Netherlands,Berkel ,Ralf Verdonschot,6.75358,52.09383,Standard invertebrate net,Ind/1.25 m^2,1989,2019,30,24,4,6,spring,species,148.78,8,0.008871541,0.034042553,79,39,235,16770.48,-0.154317118,0.037869624,1096513,28207012,0.226824876,5,0.009947313,29.6,0.020487353,0.9534884,0,0,782.7419355,14.16263441
117000022,Netherlands_1,Vosseveldsweg Brinkheurne Winterswijk,Netherlands,Boven Slinge ,Ralf Verdonschot,6.79395,51.93967,Standard invertebrate net,Ind/1.25 m^2,1989,2019,30,24,3,5,spring,species,180.31,6,0.012517416,0.028708134,88,24,209,14404.73,-0.038485576,0.037802419,1096513,26928380,0.13232562,5,0.005310607,45.4,0.008626248,1,0,0,819.3548387,14.21424731
117000023,Netherlands_1,Witteveenweg Haaksbergen,Netherlands,Buurserbeek,Ralf Verdonschot,6.85055,52.13907,Standard invertebrate net,Ind/1.25 m^2,1997,2019,22,15,4,6,spring,species,34.65,5,0.005583423,0.024038462,70,21,208,6205.87,-4.608708996,0.053450263,1096513,27898874,0.21079348,5,0.005277577,36.5,0.042496788,0.225,0,0,796,14.3057971
117000024,Netherlands_1,Masterveldweg Meddo,Netherlands,Beurzerbeek ,Ralf Verdonschot,6.76292,52.0152,Standard invertebrate net,Ind/1.25 m^2,1988,2019,31,17,4,6,spring,species,67.73,3,0.008521823,0.017857143,58,15,168,7947.83,-1.167180058,0.04124664,1096513,27584170,0.206091632,1,0.005287412,36.8,0.008957201,1,0,0,800.09375,14.15130208
117000025,Netherlands_1,Grens Linthorsterstraat Stokkum,Netherlands,Grenskanaal ,Ralf Verdonschot,6.22646,51.869,Standard invertebrate net,Ind/1.25 m^2,1988,2017,29,15,4,6,spring,species,31.25,3,0.004099366,0.017964072,72,24,167,7623.13,-0.707998494,0.030965888,1096513,29115527,0.031810561,2,0.005315612,15.6,0.014331525,0,0,0,763.4,14.36972222
117000027,Netherlands_1,Anholtseweg Gendringen grens,Netherlands,Oude IJssel ,Ralf Verdonschot,6.38993,51.86509,Standard invertebrate net,Ind/1.25 m^2,1990,2006,16,14,5,7,summer,species,100.81,5,0.012010842,0.02994012,67,28,167,8393.25,7.691955716,0.013439543,1096513,29070913,0.270414522,7,0.005339297,16.3,0.008314593,0.681916889,0,0,735.0588235,14.11911765
117000028,Netherlands_1,Astense Aa,Netherlands,Astense Aa,Ralf Verdonschot,5.71823,51.43872,Standard invertebrate net,Ind/1.25 m^2,2000,2019,19,15,4,6,spring,species,87.072,8,0.01635494,0.049382716,53,30,162,5323.896,-5.889325129,0.039116541,1097310,28591985,0.1819761,5,0.009927723,22.5,0.00917893,0.264706,0,0,765.9,14.80958333
117000029,Netherlands_1,Eeuwselse Loop en Kievitsloop,Netherlands,Aa,Ralf Verdonschot,5.75945,51.33341,Standard invertebrate net,Ind/1.25 m^2,2000,2018,18,16,4,6,spring,species,424.141,4,0.017875872,0.03030303,46,19,132,23727.011,-4.457694202,0.019707602,1097310,28199915,0.096560638,4,0.00747291,28.4,0.006470854,0.722222,0,0,759.4736842,14.74166667
117000030,Netherlands_1,vanaf Eeuwselse Loop tot Helmond,Netherlands,Aa,Ralf Verdonschot,5.69024,51.46308,Standard invertebrate net,Ind/1.25 m^2,2000,2019,19,12,8,9,fall,species,368.189,8,0.088695556,0.0625,52,22,128,4151.155,-7.320389553,0.040263158,1097310,28847518,0.123041141,6,269.3782,18.5,0,0.098228556,0.901771444,0,776.75,14.99333333
117000031,Netherlands_1,vanaf Eeuwselse Loop tot Helmond,Netherlands,Aa,Ralf Verdonschot,5.69369,51.44113,Standard invertebrate net,Ind/1.25 m^2,2006,2019,13,11,8,9,fall,species,55.275,8,0.006928184,0.053333333,64,29,150,7978.281,-6.710908788,0.074212454,1097310,28836388,0.032111448,6,0.04919867,18.9,0.003671569,0.895061519,0.104938481,0,752.3571429,14.85357143
117000032,Netherlands_1,bij Helmond,Netherlands,Aa,Ralf Verdonschot,5.65443,51.51316,Standard invertebrate net,Ind/1.25 m^2,2002,2019,17,11,4,6,spring,species,949.178,8,0.059628217,0.054794521,61,23,146,15918.269,-3.924349376,0.044539044,1097310,29277481,0.208398272,7,0.005836041,16.4,0.042060655,1,0,0,765.8333333,14.93287037
117000033,Netherlands_1,van Gemert tot Den Bosch,Netherlands,Aa,Ralf Verdonschot,5.46208,51.64797,Standard invertebrate net,Ind/1.25 m^2,2000,2019,19,11,8,9,fall,species,453.891,11,0.078886721,0.068322981,78,30,161,5753.706,-7.338122791,0.041378446,1097310,29679570,0.282380085,7,0.009103234,8.1,0.00862783,0.977637685,0.022361956,0,790.35,14.725
117000034,Netherlands_1,Stads-Aa,Netherlands,Aa,Ralf Verdonschot,5.32963,51.69279,Standard invertebrate net,Ind/1.25 m^2,1996,2016,20,14,8,10,fall,species,894.82,16,0.130875097,0.102564103,67,19,156,6837.206,-2.439306003,0.061913043,1097310,30009424,0.085159005,7,946.7504,3.5,0,0,1,0,810.5833333,14.78194444
117000035,Netherlands_1,Dieze,Netherlands,Dieze,Ralf Verdonschot,5.27279,51.72116,Standard invertebrate net,Ind/1.25 m^2,2007,2019,12,10,8,9,fall,species,3794.767,13,0.719473173,0.156626506,38,2,83,5274.369,-10.1982168,0.071199634,1097310,30177612,0.132982951,7,0.00531913,7.3,0.048648332,0.72,0,0,794,14.89358975
117000036,Netherlands_1,Dieze,Netherlands,Dieze,Ralf Verdonschot,5.27284,51.73357,Standard invertebrate net,Ind/1.25 m^2,1995,2005,10,9,8,10,fall,species,166.65,6,0.058835886,0.06741573,41,10,89,2832.455,8.029694617,0.06969697,1097310,30082229,0.260566672,2,0.0126355,3.5,0.006425252,0.3877552,0,0,830.2727273,14.30075758
117000037,Netherlands_1,Aa,Netherlands,Aa,Ralf Verdonschot,5.77463,51.36773,Standard invertebrate net,Ind/1.25 m^2,2002,2018,16,11,5,6,summer,species,83.271,2,0.008723041,0.014084507,54,23,142,9546.097,-1.686970737,0.020812909,1097310,28359509,0.182260419,4,37.7202,25.5,0,0.879085,0,0,747.8823529,14.76127451
117000038,Netherlands_1,Goorloop,Netherlands,Goorloop,Ralf Verdonschot,5.61514,51.55206,Standard invertebrate net,Ind/1.25 m^2,2006,2019,13,13,8,9,fall,species,311.34,10,0.028448239,0.057471264,76,30,174,10944.087,-6.675275183,0.073626374,1097310,29263875,0.021356128,4,68.64774,12.7,0,1,0,0,757.8571429,14.85357143
117000039,Netherlands_1,Graafse Raam,Netherlands,Graafse Raam,Ralf Verdonschot,5.74209,51.74101,Standard invertebrate net,Ind/1.25 m^2,1990,2019,29,20,8,10,fall,species,428.859,5,0.039094685,0.025380711,79,7,197,10969.752,-0.565139283,0.040999258,1097310,29495670,0.271146784,6,308.1427,9.6,0,0.920116296,0.079883778,0,776.7,14.48083333
117000040,Netherlands_1,Hooge Raam,Netherlands,Hooge Raam,Ralf Verdonschot,5.71764,51.72417,Standard invertebrate net,Ind/1.25 m^2,1999,2017,18,12,4,6,spring,species,180.46,3,0.017633293,0.027272727,41,25,110,10234.05,-9.803952968,0.02252924,1097310,29366232,0.23934339,3,1.816701,11.3,0,0.8,0,0,804.6842105,14.54692982
117000041,Netherlands_1,Lage Raam,Netherlands,Lage Raam,Ralf Verdonschot,5.79221,51.70592,Standard invertebrate net,Ind/1.25 m^2,2006,2019,13,10,8,10,fall,species,234.838,3,0.02688131,0.017751479,99,35,169,8736.107,-7.252762948,0.073534799,1097310,29465217,0.117059085,5,198.6889,10,0,1,0,0,762.7857143,14.84583333
117000042,Netherlands_1,Leijgraaf,Netherlands,Leijgraaf,Ralf Verdonschot,5.44821,51.66285,Standard invertebrate net,Ind/1.25 m^2,2006,2019,13,11,8,10,fall,species,375.363,9,0.063791907,0.053892216,79,35,167,5884.179,-6.619791379,0.071446886,1097310,29663738,0.223687931,5,0.009351986,7.9,0.004313915,0.761905,0,0,777.9285714,14.83630953
117000043,Netherlands_1,Oeffeltsche Raam,Netherlands,Oeffeltsche Raam,Ralf Verdonschot,5.9433,51.70494,Standard invertebrate net,Ind/1.25 m^2,1999,2016,17,12,8,9,fall,species,4,3,0.000450134,0.021582734,54,22,139,8886.252,-7.436447018,0.011661507,1097310,29385010,0.021284361,1,0.05862586,11.1,0,0,0,0,803.5555556,14.60740741
117000044,Netherlands_1,Peelse Loop,Netherlands,Peelse Loop,Ralf Verdonschot,5.65891,51.57379,Standard invertebrate net,Ind/1.25 m^2,2000,2019,19,12,8,9,fall,species,142.5,5,0.023376728,0.029411765,72,27,170,6095.806,-7.254778198,0.041196742,1097310,29187953,0.240136192,4,0.006867926,14,0.00431391,0.372839244,0,0,771,14.77625
117000045,Netherlands_1,Esperloop,Netherlands,Esperloop,Ralf Verdonschot,5.65956,51.5533,Standard invertebrate net,Ind/1.25 m^2,2000,2019,19,10,8,9,fall,species,24,2,0.003719953,0.011976048,87,40,167,6451.695,-7.194883938,0.041196742,1097310,29186060,0.571224212,4,0.01037472,13.9,0.001748346,0.556594444,0,0,771,14.77625
117000047,Netherlands_1,"Heerde, Griftdijk 4",Netherlands,Grift,Ralf Verdonschot,6.04202,52.37404,Standard invertebrate net,Ind/1.25 m^2,1981,2018,37,13,4,6,spring,species,18.04,2,0.001217521,0.015625,59,7,128,14816.99,0.126658167,0.047529817,1096513,29882198,0.230652699,3,2.51395,4.9,0,0.613636,0,0,863.5263158,13.91907895
117000048,Netherlands_1,"Epe, Hoevenstraat",Netherlands,Dorpse Beek,Ralf Verdonschot,6.02071,52.34542,Standard invertebrate net,Ind/1.25 m^2,1981,2019,38,12,3,5,spring,species,160.36,4,0.004419802,0.042553191,44,4,94,36282.17,-0.452472524,0.052203104,1096513,29637218,0.262257641,1,0.01521247,7.5,0.002156562,0.36,0,0,862.2564103,13.97051282
117000049,Netherlands_1,"Putten, Waterweg",Netherlands,Schuitenbeek,Ralf Verdonschot,5.5355,52.24911,Standard invertebrate net,Ind/1.25 m^2,1981,2018,37,15,4,6,spring,species,228.15,2,0.020914135,0.014285714,55,12,140,10908.89,0.430903222,0.04694715,1096513,30127820,0.105141437,5,0.00525685,3.1,0.012540082,0,0,0,831.6315789,13.89868421
117000051,Netherlands_1,"Amersfoort, Koedijkerweg",Netherlands,Hoevelakensebeek,Ralf Verdonschot,5.43844,52.16338,Standard invertebrate net,Ind/1.25 m^2,1983,2019,36,14,4,6,spring,species,117.03,3,0.012393937,0.016042781,77,29,187,9442.52,0.052681204,0.049415205,1096513,30052388,0.284397662,3,3.406163,2.6,0,0.061728433,0.012345667,0,876.7567568,14.01711712
117000052,Netherlands_1,"Kallenbroek, Kallenbroekerweg",Netherlands,Kleine Barneveldsebeek,Ralf Verdonschot,5.54678,52.14713,Standard invertebrate net,Ind/1.25 m^2,1981,2019,38,14,4,6,spring,species,392.66,5,0.020518711,0.029239766,80,19,171,19136.68,-0.327595104,0.051508097,1096513,29529776,0.384628623,1,0.01960522,9.3,0.007390747,0.0821918,0,0,867.4871795,13.95106838
117000053,Netherlands_1,Hoevelaken,Netherlands,Barneveldsebeek ,Ralf Verdonschot,5.45591,52.15442,Standard invertebrate net,Ind/1.25 m^2,1981,2019,38,17,4,6,spring,species,46.91,5,0.001480487,0.023584906,93,26,212,31685.52,-0.056625918,0.050718704,1096513,30114462,0.084286824,5,0.01186209,3.4,0.008314589,0,0,0,880.8378378,13.90135135
117000054,Netherlands_1,"Heelsum, Kerkweg",Netherlands,Heelsumsebeek,Ralf Verdonschot,5.75903,51.97813,Standard invertebrate net,Ind/1.25 m^2,1997,2019,22,13,3,5,spring,species,0,0,0,0,44,12,91,10345.18,-4.245330298,0.051375165,1096533,29323525,0.058177309,5,98.18099,11.9,0.008773535,0.949495,0.050505056,0,872.5652174,14.43115942
118000004,Switzerland_1,Glatt_1,Switzerland,Glatt,Florian Altermatt,8.60363,47.40259,"Kicknet, 0.5mm mesh",Ind/sample,1995,2018,24,8,3,4,spring,species,434,6,0.124248497,0.082191781,33,12,73,3493,-3.420220383,0.047115942,1097310,8273943,0.261511874,6,0.01125636,432.9,0.017439911,0.081481333,0.918518667,0.081928558,1095.478261,13.96811594
119000001,Finland_1,Oulanka Research Station (Oulanka LTER),Finland,Hangasjarvi,Kaisa-Leena Huttunen,29.334205,66.335013,"Multi-habitat Kicknet (Mykra et al., 2006)",Ind/sample,2000,2014,15,15,9,9,fall,species,0,0,0,0,40,21,60,20618,2.568529033,0.026458333,1207822,13790161,0.527314294,4,6.806866,262.3,0.041244593,0,0,0,609.6666667,4.572222222
119000002,Finland_1,Oulanka Research Station (Oulanka LTER),Finland,Kantojoki,Kaisa-Leena Huttunen,29.128373,66.223412,"Multi-habitat Kicknet (Mykra et al., 2006)",Ind/sample,2000,2014,15,15,9,9,fall,species,0,0,0,0,48,25,82,33736,2.337670089,0.025446429,1207822,14776661,0.193852985,4,0.01643804,246.1,0.028167028,0,0,0,614,4.790555555
119000003,Finland_1,Oulanka Research Station (Oulanka LTER),Finland,Kotioja,Kaisa-Leena Huttunen,29.426609,66.382179,"Multi-habitat Kicknet (Mykra et al., 2006)",Ind/sample,2000,2014,15,15,9,9,fall,species,0,0,0,0,42,24,59,21433,2.571989419,0.025238095,1207822,16241234,0.07912184,5,0.003461499,226.3,0.049292183,0,0,0,611.4666667,4.511111111
119000004,Finland_1,Oulanka Research Station (Oulanka LTER),Finland,Matinjarvenpuro,Kaisa-Leena Huttunen,29.579633,66.381838,"Multi-habitat Kicknet (Mykra et al., 2006)",Ind/sample,2000,2014,15,15,9,9,fall,species,0,0,0,0,37,24,59,25093,2.544308544,0.025714286,1207822,14659800,0.2717446,3,4.929532,242.6,0,0,0,0,608.6666667,4.546666667
119000005,Finland_1,Oulanka Research Station (Oulanka LTER),Finland,Pessarinpuro,Kaisa-Leena Huttunen,29.163472,66.207575,"Multi-habitat Kicknet (Mykra et al., 2006)",Ind/sample,2000,2014,15,15,9,9,fall,species,0,0,0,0,36,22,54,28188,2.479972342,0.025178571,1207822,14545228,0.135089266,2,0.5071433,247.1,0.005671846,0,0,0,629.1333333,4.713333333
