,Respi_teg,Respi_gil,Respi_pls,Respi_spi,Respi_ves,ResisForm_egg,ResisForm_coc,ResisForm_hou,ResisForm_did,ResisForm_non,Disp_aquatic_passive,Disp_aquatic_active,Disp_aerial_passive,Disp_aerial_active,AquStag_egg,AquStag_larva,AquStag_nymph,AquStag_adult,LifCycDur_ls1yr,LifCycDur_1yr,Repro_ovo,Repro_fie,Repro_cie,Repro_fic,Repro_frc,Repro_vec,Repro_tec,Repro_ase,MaxBody_s1,MaxBody_s2,MaxBody_s3,MaxBody_s4,MaxBody_s5,MaxBody_s6,MaxBody_s7,WingPair_wnb1,WingPair_wnb2,WingPair_wnb3,WingPair_wnb4,WingPair_wnb5,PropDrif_drift1,PropDrif_drift2,PropDrif_drift3,FeedType_gra,FeedType_min,FeedType_xyl,FeedType_shr,FeedType_gat,FeedType_aff,FeedType_pff,FeedType_pre,FeedType_par,FeedType_oth
taxon_6911,0.666666667,0.333333333,0,0,0,0,0,0,0.5,0.5,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.6,0.4,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0.5,0.5,0,0,0,0,0
taxon_6912,0.666666667,0.333333333,0,0,0,0,0,0,0.5,0.5,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.6,0.4,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_6924,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_6932,0,0,0,1,0,0,0,0,1,0,0.166666667,0.166666667,0.166666667,0.5,0.2,0.4,0.4,0,0.666666667,0.333333333,0,0.5,0,0.333333333,0,0,0.166666667,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_6934,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0.6,0.2,0.2,0,0,0,0,1,0,0,0,0,0
taxon_6935,1,0,0,0,0,0,0.25,0,0,0.75,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_6937,1,0,0,0,0,0,0.25,0,0,0.75,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_6944,0.25,0.75,0,0,0,0,0,0,1,0,0,0.25,0,0.75,0.25,0.75,0,0,0.333333333,0.666666667,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_6947,0.25,0.75,0,0,0,0.4,0,0,0,0.6,0,0,0,1,0.4,0.6,0,0,1,0,0,0.75,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_6948,0.25,0.75,0,0,0,0.4,0,0,0,0.6,0,0,0,1,0.4,0.6,0,0,1,0,0,0.75,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_6949,0.25,0.75,0,0,0,0.4,0,0,0,0.6,0,0,0,1,0.4,0.6,0,0,1,0,0,0.75,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_6954,1,0,0,0,0,0,0,0,0,1,0,0.5,0.25,0.25,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_6956,1,0,0,0,0,0,0,0,0,1,0,0.5,0.25,0.25,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_6957,1,0,0,0,0,0,0,0,0,1,0.2,0.4,0.2,0.2,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0
taxon_6959,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.4,0,0,0,0.4,0.2,0,0,0,0
taxon_6960,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0.5,0.5,0,0,0,0,0
taxon_6963,0,0,0,1,0,0,0,0,0.25,0.75,0,0.25,0,0.75,0.333333333,0.666666667,0,0,1,0,0,0,0,0.6,0,0,0.4,0,0,0,0,0,0.75,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_6964,0.75,0.25,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0.25,0.5,0,0.25,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0.5,0.5,0,0.4,0,0,0.3,0.3,0,0,0,0,0
taxon_6969,0.6,0.4,0,0,0,0,0,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0.5,0.4,0,0,0,0,0
taxon_6970,0.6,0.4,0,0,0,0,0,0,0.333333333,0.666666667,0.25,0.5,0,0.25,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0.5,0.4,0,0,0,0,0
taxon_6971,0.6,0.4,0,0,0,0,0,0,0.333333333,0.666666667,0.4,0.4,0,0.2,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0.5,0.4,0,0,0,0,0
taxon_6972,0.75,0.25,0,0,0,0,0,0,0,1,0.4,0.2,0.2,0.2,0,0.5,0.5,0,1,0,0,0,0,0.25,0.75,0,0,0,0,0.166666667,0.5,0.333333333,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.6,0,0,0.4,0,0
taxon_6973,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.3,0,0,0.7,0,0
taxon_6974,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.3,0,0,0.7,0,0
taxon_6975,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.3,0,0,0.7,0,0
taxon_6976,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.3,0,0,0.7,0,0
taxon_6977,0.75,0.25,0,0,0,0,0,0,0.25,0.75,0.166666667,0.166666667,0.5,0.166666667,0,0.5,0.5,0,1,0,0.2,0,0,0.2,0.6,0,0,0,0,0.4,0.6,0,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_6980,0.75,0.25,0,0,0,0,0,0,0.25,0.75,0.166666667,0.166666667,0.5,0.166666667,0,0.5,0.5,0,1,0,0.2,0,0,0.2,0.6,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.3,0,0,0,0.6,0.1,0,0,0,0
taxon_6988,0.75,0.25,0,0,0,0,0,0,0.25,0.75,0.166666667,0.166666667,0.5,0.166666667,0,0.5,0.5,0,1,0,0.2,0,0,0.2,0.6,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.083333333,0,0,0,0.75,0,0,0,0,0.166666667
taxon_7007,0.75,0.25,0,0,0,0,0,0,0.25,0.75,0.166666667,0.166666667,0.5,0.166666667,0,0.5,0.5,0,1,0,0.2,0,0,0.2,0.6,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.1,0,0,0,0.9,0,0,0,0,0
taxon_7009,0.75,0.25,0,0,0,0,0,0,0.25,0.75,0.166666667,0.166666667,0.5,0.166666667,0,0.5,0.5,0,1,0,0.2,0,0,0.2,0.6,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.111111111,0,0,0,0.888888889,0,0,0,0,0
taxon_7015,0.75,0.25,0,0,0,0,0,0,0.25,0.75,0.166666667,0.166666667,0.5,0.166666667,0,0.5,0.5,0,1,0,0.2,0,0,0.2,0.6,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.1,0,0,0,0.9,0,0,0,0,0
taxon_7020,0,0,0,1,0,0,0,0,0,1,0.5,0.25,0,0.25,0.2,0.4,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.5,0.25,1,0,0,0,0,0,0,0,0,0
taxon_7025,0.25,0.75,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0.5,0,0,0.5,0.75,0.25,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_7026,0.25,0.75,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0.5,0,0,0.5,0.75,0.25,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_7027,0.25,0.75,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0.5,0,0,0.5,0.75,0.25,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_7028,0.25,0.75,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0.5,0,0,0.5,0.75,0.25,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
taxon_7033,1,0,0,0,0,0,1,0,0,0,0.333333333,0.166666667,0.5,0,0.375,0.375,0,0.25,0,1,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
taxon_7034,1,0,0,0,0,0,1,0,0,0,0.333333333,0.166666667,0.5,0,0.375,0.375,0,0.25,0,1,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
taxon_7037,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.181818182,0,0,0.090909091,0.363636364,0.090909091,0,0.090909091,0,0.181818182
taxon_7042,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.6,0,0,0,0.4,0,0,0,0,0
taxon_7047,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.6,0,0,0,0.4,0,0,0,0,0
taxon_7056,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0,0,0,1,0,0
taxon_7057,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0,0,0,1,0,0
taxon_7064,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.1,0,0.1,0,0,0
taxon_7065,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.4,0,0,0,0.05,0,0.05,0,0,0.5
taxon_7066,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.1,0,0.1,0,0,0
taxon_7067,1,0,0,0,0,0,0,0,0,1,0.4,0.2,0.2,0.2,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.1,0,0.1,0,0,0
taxon_7068,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.1,0,0.1,0,0,0
taxon_7069,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,1,1,0,0,0.8,0,0,0,0.1,0,0.1,0,0,0
taxon_7071,0.333333333,0.166666667,0,0.5,0,0,0.5,0,0,0.5,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.4,0.6,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_7073,0.333333333,0.166666667,0,0.5,0,0,0.5,0,0,0.5,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.4,0.6,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_7074,0.333333333,0.166666667,0,0.5,0,0,0.5,0,0,0.5,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.4,0.6,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_7075,0.333333333,0.166666667,0,0.5,0,0,0.5,0,0,0.5,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.4,0.6,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_7077,0.333333333,0.166666667,0,0.5,0,0,0.5,0,0,0.5,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.4,0.6,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_7079,0.333333333,0.166666667,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0,0.4,0.6,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.6,0.4,0,0,0,0,0
taxon_7083,0.25,0.75,0,0,0,0.5,0,0,0,0.5,0.333333333,0.166666667,0.166666667,0.333333333,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.333333333,0.5,0.166666667,0.5,0,0,0,0.5,0,0,0,0,0
taxon_7088,0.4,0.6,0,0,0,0,0,0,0,1,0,0.25,0.25,0.5,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0
taxon_7091,0.4,0.6,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0
taxon_7095,1,0,0,0,0,0,0.25,0,0,0.75,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_7096,0.5,0.5,0,0,0,0,0,0,1,0,0,0.4,0.2,0.4,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.25,0,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3,0,0,0.2,0.1,0,0,0.4,0,0
taxon_7106,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0.428571429,0.428571429,0,0.142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_7108,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0.428571429,0.428571429,0,0.142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_7109,1,0,0,0,0,0,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.428571429,0.428571429,0,0.142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_7110,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0.428571429,0.428571429,0,0.142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_7111,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.333333333,0.333333333,0,0.333333333,1,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.333333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taxon_7114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_7115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_7116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_7117,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,1,0,0,0,0,0.75,0.25,0,0.1,0,0,0,0.8,0,0,0.1,0,0
taxon_7120,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.3,0,0,0,0,0
taxon_7121,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.3,0,0,0,0,0
taxon_7125,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.3,0,0,0,0,0
taxon_7127,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.3,0,0,0,0,0
taxon_7128,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.3,0,0,0,0,0
taxon_7130,0,0,0,1,0,0,0,0,0,1,0.6,0.2,0,0.2,0.333333333,0.333333333,0.333333333,0,1,0,0.2,0,0.2,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6,0.4,0,0,0,0,0,0.818181818,0,0,0,0,0.181818182
taxon_7131,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0,0.25,0.75,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_7135,0.25,0.75,0,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_7137,0.25,0.75,0,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_7138,0.25,0.75,0,0,0,0,0,0,0,1,0.5,0.166666667,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_7139,0.25,0.75,0,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_7142,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0.5,0,0,0.5,0.6,0.4,0,0,0,1,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_7143,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0.5,0,0,0.5,0.6,0.4,0,0,0,1,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_7144,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0.5,0,0,0.5,0.6,0.4,0,0,0,1,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_7145,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0.5,0,0,0.5,0.6,0.4,0,0,0,1,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_7146,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0.666666667,0.333333333,0,0,0.5,0,0,0.5,0.6,0.4,0,0,0,1,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_7147,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0.25,0.75,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_7148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0.25,0.75,0,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_7149,0,0,0,1,0,0,0,0,1,0,0,0.75,0,0.25,0,0.5,0,0.5,1,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_7150,0,0,0,1,0,0,0,0,1,0,0.2,0.6,0,0.2,0,0.5,0,0.5,1,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
